cusip,shares,tm,date
"12485720",128000,2006m6,30jun2006
"12720930",188811,2006m6,30jun2006
"16808810",14670,2006m6,30jun2006
"18905410",283508,2006m6,30jun2006
"19121610",2400272,2006m6,30jun2006
"19416210",102200,2006m6,30jun2006
"20825C10",36500,2006m6,30jun2006
"25468Y10",746122,2006m6,30jun2006
"28566110",188247,2006m6,30jun2006
"29442910",64200,2006m6,30jun2006
"31340030",318089,2006m6,30jun2006
"31358610",101230,2006m6,30jun2006
"31996310",355715,2006m6,30jun2006
"36473010",14460,2006m6,30jun2006
"43707610",50750,2006m6,30jun2006
"44993410",74800,2006m6,30jun2006
"46069010",1286962,2006m6,30jun2006
"47816010",377225,2006m6,30jun2006
"49455P10",23900,2006m6,30jun2006
"50075N10",1614483,2006m6,30jun2006
"51384710",1058556,2006m6,30jun2006
"52728810",131400,2006m6,30jun2006
"53071M10",2098132,2006m6,30jun2006
"53071M30",419223,2006m6,30jun2006
"55262C10",40950,2006m6,30jun2006
"55284810",30925,2006m6,30jun2006
"57053510",2560,2006m6,30jun2006
"57174810",178600,2006m6,30jun2006
"59491810",2423320,2006m6,30jun2006
"71344810",96320,2006m6,30jun2006
"71708110",1305150,2006m6,30jun2006
"74271810",38547,2006m6,30jun2006
"87254010",82400,2006m6,30jun2006
"89102710",14300,2006m6,30jun2006
"89604710",8000,2006m6,30jun2006
"89687P10",88744,2006m6,30jun2006
"90212410",883072,2006m6,30jun2006
"90297330",176163,2006m6,30jun2006
"90478470",879075,2006m6,30jun2006
"92553P20",128600,2006m6,30jun2006
"93114210",450001,2006m6,30jun2006
"93932210",40000,2006m6,30jun2006
"95081710",6980,2006m6,30jun2006
"98252610",321500,2006m6,30jun2006
"02209S10",114602,2006m9,29sep2006
"02687410",114200,2006m9,29sep2006
"03060R10",1928200,2006m9,29sep2006
"03522910",334965,2006m9,29sep2006
"08467010",162,2006m9,29sep2006
"08467020",773,2006m9,29sep2006
"09367110",300100,2006m9,29sep2006
"11012210",263631,2006m9,29sep2006
"12485720",28500,2006m9,29sep2006
"12720930",187947,2006m9,29sep2006
"16808810",14238,2006m9,29sep2006
"18905410",282974,2006m9,29sep2006
"19121610",2396866,2006m9,29sep2006
"19416210",96200,2006m9,29sep2006
"20825C10",36000,2006m9,29sep2006
"25468Y10",720358,2006m9,29sep2006
"27864210",323800,2006m9,29sep2006
"29442910",64200,2006m9,29sep2006
"31340030",246225,2006m9,29sep2006
"31358610",71230,2006m9,29sep2006
"31996310",345532,2006m9,29sep2006
"36473010",14460,2006m9,29sep2006
"43707610",262000,2006m9,29sep2006
"44993410",74800,2006m9,29sep2006
"46069010",1245558,2006m9,29sep2006
"47816010",367225,2006m9,29sep2006
"49455P10",21400,2006m9,29sep2006
"50075N10",981103,2006m9,29sep2006
"51384710",1033614,2006m9,29sep2006
"52728810",131400,2006m9,29sep2006
"53071M10",1996879,2006m9,29sep2006
"53071M30",409052,2006m9,29sep2006
"55262C10",40950,2006m9,29sep2006
"55284810",30925,2006m9,29sep2006
"57053510",2560,2006m9,29sep2006
"57174810",154450,2006m9,29sep2006
"59491810",2383620,2006m9,29sep2006
"71344810",95820,2006m9,29sep2006
"71708110",1180484,2006m9,29sep2006
"74271810",38547,2006m9,29sep2006
"87254010",80900,2006m9,29sep2006
"89102710",14300,2006m9,29sep2006
"89604710",8000,2006m9,29sep2006
"89687P10",84114,2006m9,29sep2006
"90212410",926007,2006m9,29sep2006
"90297330",175380,2006m9,29sep2006
"90478470",848085,2006m9,29sep2006
"91131210",34108,2006m9,29sep2006
"92553P20",381900,2006m9,29sep2006
"93114210",474196,2006m9,29sep2006
"93932210",40000,2006m9,29sep2006
"95081710",6780,2006m9,29sep2006
"98252610",368350,2006m9,29sep2006
"98302410",4000,2006m9,29sep2006
"G7313F10",2604500,2006m9,29sep2006
"00206R10",6105,2006m12,29dec2006
"02209S10",114404,2006m12,29dec2006
"02687410",109200,2006m12,29dec2006
"03060R10",2064400,2006m12,29dec2006
"03522910",329965,2006m12,29dec2006
"08467010",162,2006m12,29dec2006
"08467020",773,2006m12,29dec2006
"09367110",300100,2006m12,29dec2006
"11012210",240951,2006m12,29dec2006
"12485720",28500,2006m12,29dec2006
"12720930",187575,2006m12,29dec2006
"18905410",275646,2006m12,29dec2006
"19121610",2362450,2006m12,29dec2006
"19416210",96200,2006m12,29dec2006
"20825C10",36000,2006m12,29dec2006
"25468Y10",402451,2006m12,29dec2006
"27864210",313100,2006m12,29dec2006
"29442910",64200,2006m12,29dec2006
"31340030",244343,2006m12,29dec2006
"31358610",70230,2006m12,29dec2006
"31996310",905951,2006m12,29dec2006
"36092110",160800,2006m12,29dec2006
"36473010",14460,2006m12,29dec2006
"43707610",257000,2006m12,29dec2006
"44993410",74800,2006m12,29dec2006
"46069010",1224958,2006m12,29dec2006
"47816010",362225,2006m12,29dec2006
"49455P10",21400,2006m12,29dec2006
"50075N10",960449,2006m12,29dec2006
"51384710",1061906,2006m12,29dec2006
"52728810",131400,2006m12,29dec2006
"53071M10",1706535,2006m12,29dec2006
"53071M30",376198,2006m12,29dec2006
"55262C10",40950,2006m12,29dec2006
"55284810",30925,2006m12,29dec2006
"57053510",2560,2006m12,29dec2006
"57174810",153950,2006m12,29dec2006
"59491810",2328370,2006m12,29dec2006
"71344810",675320,2006m12,29dec2006
"71708110",1157699,2006m12,29dec2006
"74271810",38547,2006m12,29dec2006
"87254010",80900,2006m12,29dec2006
"89102710",14300,2006m12,29dec2006
"89604710",8000,2006m12,29dec2006
"90212410",911551,2006m12,29dec2006
"90297330",174938,2006m12,29dec2006
"90478470",416153,2006m12,29dec2006
"91131210",34108,2006m12,29dec2006
"92553P20",376900,2006m12,29dec2006
"93114210",465951,2006m12,29dec2006
"93932210",40000,2006m12,29dec2006
"95081710",6780,2006m12,29dec2006
"95980210",181201,2006m12,29dec2006
"98252610",404350,2006m12,29dec2006
"98302410",4000,2006m12,29dec2006
"G7313F10",2287700,2006m12,29dec2006
"00206R10",6105,2007m3,30mar2007
"02209S10",114004,2007m3,30mar2007
"02581610",11500,2007m3,30mar2007
"02687410",122200,2007m3,30mar2007
"03060R10",2798050,2007m3,30mar2007
"03522910",268765,2007m3,30mar2007
"06050510",9800,2007m3,30mar2007
"08467010",167,2007m3,30mar2007
"08467020",773,2007m3,30mar2007
"09367110",265400,2007m3,30mar2007
"11012210",159900,2007m3,30mar2007
"17296710",22628,2007m3,30mar2007
"18905410",293146,2007m3,30mar2007
"19121610",2480150,2007m3,30mar2007
"19416210",107500,2007m3,30mar2007
"20825C10",53200,2007m3,30mar2007
"27864210",495200,2007m3,30mar2007
"29442910",64200,2007m3,30mar2007
"30231G10",16000,2007m3,30mar2007
"31340030",252443,2007m3,30mar2007
"31358610",70230,2007m3,30mar2007
"31996310",878651,2007m3,30mar2007
"36092110",433200,2007m3,30mar2007
"36473010",14460,2007m3,30mar2007
"36960410",33900,2007m3,30mar2007
"43707610",279500,2007m3,30mar2007
"44993410",74800,2007m3,30mar2007
"46069010",1025058,2007m3,30mar2007
"47816010",396275,2007m3,30mar2007
"49455P10",21400,2007m3,30mar2007
"50075N10",1094175,2007m3,30mar2007
"51384710",1202427,2007m3,30mar2007
"52728810",131400,2007m3,30mar2007
"53071M10",1564174,2007m3,30mar2007
"53071M30",208607,2007m3,30mar2007
"55262C10",40950,2007m3,30mar2007
"55284810",30925,2007m3,30mar2007
"57053510",2260,2007m3,30mar2007
"57174810",153950,2007m3,30mar2007
"59491810",2453970,2007m3,30mar2007
"71344810",1129650,2007m3,30mar2007
"71708110",1255000,2007m3,30mar2007
"74271810",38547,2007m3,30mar2007
"87254010",80400,2007m3,30mar2007
"89102710",14300,2007m3,30mar2007
"89604710",8000,2007m3,30mar2007
"90212410",931751,2007m3,30mar2007
"90297330",189038,2007m3,30mar2007
"90478470",286400,2007m3,30mar2007
"91131210",34108,2007m3,30mar2007
"91324P10",12000,2007m3,30mar2007
"92553P20",406800,2007m3,30mar2007
"93114210",500701,2007m3,30mar2007
"94974610",14500,2007m3,30mar2007
"95081710",6780,2007m3,30mar2007
"95980210",181201,2007m3,30mar2007
"98252610",453050,2007m3,30mar2007
"98302410",4000,2007m3,30mar2007
"G7313F10",2287700,2007m3,30mar2007
"00206R10",6105,2007m6,29jun2007
"02209S10",63004,2007m6,29jun2007
"02581610",11500,2007m6,29jun2007
"02687410",122200,2007m6,29jun2007
"03060R10",2687150,2007m6,29jun2007
"03522910",268765,2007m6,29jun2007
"06050510",9800,2007m6,29jun2007
"08467010",167,2007m6,29jun2007
"08467020",770,2007m6,29jun2007
"09367110",265400,2007m6,29jun2007
"17296710",22628,2007m6,29jun2007
"18905410",297346,2007m6,29jun2007
"19121610",2495900,2007m6,29jun2007
"19416210",107500,2007m6,29jun2007
"20825C10",53200,2007m6,29jun2007
"27864210",1053400,2007m6,29jun2007
"29442910",63200,2007m6,29jun2007
"30231G10",16000,2007m6,29jun2007
"31340030",251678,2007m6,29jun2007
"31358610",70230,2007m6,29jun2007
"31996310",96601,2007m6,29jun2007
"36092110",494100,2007m6,29jun2007
"36473010",14460,2007m6,29jun2007
"36960410",33900,2007m6,29jun2007
"43707610",278800,2007m6,29jun2007
"44993410",74800,2007m6,29jun2007
"46069010",535058,2007m6,29jun2007
"47816010",399025,2007m6,29jun2007
"50075N10",266025,2007m6,29jun2007
"51384710",1338490,2007m6,29jun2007
"52728810",131400,2007m6,29jun2007
"53071M10",1376688,2007m6,29jun2007
"53071M30",166797,2007m6,29jun2007
"55262C10",40950,2007m6,29jun2007
"55284810",30925,2007m6,29jun2007
"57053510",2160,2007m6,29jun2007
"57174810",150950,2007m6,29jun2007
"59491810",2466720,2007m6,29jun2007
"70788510",79200,2007m6,29jun2007
"71344810",1305850,2007m6,29jun2007
"71708110",1260700,2007m6,29jun2007
"74271810",566947,2007m6,29jun2007
"87254010",80400,2007m6,29jun2007
"89102710",14300,2007m6,29jun2007
"89604710",8000,2007m6,29jun2007
"90297330",189038,2007m6,29jun2007
"91131210",34106,2007m6,29jun2007
"91324P10",12000,2007m6,29jun2007
"92553P20",407600,2007m6,29jun2007
"93114210",504151,2007m6,29jun2007
"94974610",14500,2007m6,29jun2007
"95081710",6780,2007m6,29jun2007
"95980210",179301,2007m6,29jun2007
"98252610",454050,2007m6,29jun2007
"98302410",4000,2007m6,29jun2007
"G7313F10",2287700,2007m6,29jun2007
"00206R10",6105,2007m9,28sep2007
"02209S10",61704,2007m9,28sep2007
"02581610",11500,2007m9,28sep2007
"02687410",122200,2007m9,28sep2007
"03060R10",3643000,2007m9,28sep2007
"03522910",268765,2007m9,28sep2007
"05969A10",133071,2007m9,28sep2007
"06050510",9800,2007m9,28sep2007
"08467010",167,2007m9,28sep2007
"08467020",764,2007m9,28sep2007
"09367110",265400,2007m9,28sep2007
"17296710",22628,2007m9,28sep2007
"18905410",518646,2007m9,28sep2007
"19121610",2199900,2007m9,28sep2007
"19416210",107500,2007m9,28sep2007
"20825C10",53200,2007m9,28sep2007
"27864210",1061400,2007m9,28sep2007
"29442910",62200,2007m9,28sep2007
"30231G10",16000,2007m9,28sep2007
"31340030",230178,2007m9,28sep2007
"31358610",50030,2007m9,28sep2007
"36092110",924600,2007m9,28sep2007
"36473010",14460,2007m9,28sep2007
"36960410",33900,2007m9,28sep2007
"43707610",278300,2007m9,28sep2007
"44993410",74800,2007m9,28sep2007
"46069010",535058,2007m9,28sep2007
"47816010",400325,2007m9,28sep2007
"50075N10",184680,2007m9,28sep2007
"51384710",1370590,2007m9,28sep2007
"52728810",131400,2007m9,28sep2007
"53071M10",1447938,2007m9,28sep2007
"53071M30",40934,2007m9,28sep2007
"55284810",30025,2007m9,28sep2007
"57053510",1860,2007m9,28sep2007
"59491810",2525420,2007m9,28sep2007
"70788510",79200,2007m9,28sep2007
"71344810",1269950,2007m9,28sep2007
"71708110",1262800,2007m9,28sep2007
"74271810",613247,2007m9,28sep2007
"74586710",992200,2007m9,28sep2007
"76119520",305716,2007m9,28sep2007
"87254010",80400,2007m9,28sep2007
"89102710",12300,2007m9,28sep2007
"90297330",189038,2007m9,28sep2007
"91131210",34106,2007m9,28sep2007
"91324P10",12000,2007m9,28sep2007
"92343V10",4528,2007m9,28sep2007
"92553P20",406500,2007m9,28sep2007
"93114210",554151,2007m9,28sep2007
"94974610",14500,2007m9,28sep2007
"95081710",6780,2007m9,28sep2007
"95980210",179301,2007m9,28sep2007
"98252610",455200,2007m9,28sep2007
"G2552X10",352237,2007m9,28sep2007
"G7313F10",2280700,2007m9,28sep2007
"G9143X20",227687,2007m9,28sep2007
"G9144P10",40637,2007m9,28sep2007
"00206R10",6105,2007m12,31dec2007
"02209S10",61704,2007m12,31dec2007
"02581610",11500,2007m12,31dec2007
"02687410",109500,2007m12,31dec2007
"03060R10",7830900,2007m12,31dec2007
"03522910",248765,2007m12,31dec2007
"05969A10",214231,2007m12,31dec2007
"06050510",9800,2007m12,31dec2007
"08467010",162,2007m12,31dec2007
"08467020",764,2007m12,31dec2007
"09367110",265400,2007m12,31dec2007
"17290810",69500,2007m12,31dec2007
"17296710",22628,2007m12,31dec2007
"18905410",447146,2007m12,31dec2007
"19121610",1961500,2007m12,31dec2007
"19416210",82500,2007m12,31dec2007
"20825C10",16700,2007m12,31dec2007
"27864210",966400,2007m12,31dec2007
"29442910",62200,2007m12,31dec2007
"30231G10",16000,2007m12,31dec2007
"31340030",230178,2007m12,31dec2007
"31358610",50030,2007m12,31dec2007
"36092110",926000,2007m12,31dec2007
"36473010",14460,2007m12,31dec2007
"36960410",33900,2007m12,31dec2007
"43707610",231050,2007m12,31dec2007
"46069010",535058,2007m12,31dec2007
"47816010",400625,2007m12,31dec2007
"50075N10",184680,2007m12,31dec2007
"51384710",1306490,2007m12,31dec2007
"52728810",131100,2007m12,31dec2007
"53071M10",1450938,2007m12,31dec2007
"53071M30",29284,2007m12,31dec2007
"54866110",100300,2007m12,31dec2007
"55284810",30025,2007m12,31dec2007
"57053510",1860,2007m12,31dec2007
"59491810",2551720,2007m12,31dec2007
"70788510",79200,2007m12,31dec2007
"71344810",1239050,2007m12,31dec2007
"71708110",1220400,2007m12,31dec2007
"74271810",560247,2007m12,31dec2007
"74586710",1364200,2007m12,31dec2007
"76119520",306716,2007m12,31dec2007
"87254010",80400,2007m12,31dec2007
"89102710",12300,2007m12,31dec2007
"90297330",169038,2007m12,31dec2007
"91131210",34106,2007m12,31dec2007
"91324P10",12000,2007m12,31dec2007
"92553P20",195000,2007m12,31dec2007
"93114210",554951,2007m12,31dec2007
"94974610",14500,2007m12,31dec2007
"95081710",6780,2007m12,31dec2007
"95980210",176901,2007m12,31dec2007
"98252610",396900,2007m12,31dec2007
"G2552X10",290137,2007m12,31dec2007
"G9143X20",165187,2007m12,31dec2007
"G9144P10",37162,2007m12,31dec2007
"00206R10",6105,2008m3,31mar2008
"02209S10",58701,2008m3,31mar2008
"02581610",11500,2008m3,31mar2008
"02687410",94500,2008m3,31mar2008
"03060R10",7327400,2008m3,31mar2008
"03522910",124120,2008m3,31mar2008
"05969A10",207231,2008m3,31mar2008
"06050510",9800,2008m3,31mar2008
"07589610",150000,2008m3,31mar2008
"08467010",162,2008m3,31mar2008
"08467020",689,2008m3,31mar2008
"09367110",265400,2008m3,31mar2008
"17290810",68700,2008m3,31mar2008
"17296710",22628,2008m3,31mar2008
"18905410",405839,2008m3,31mar2008
"19121610",1750500,2008m3,31mar2008
"19416210",61900,2008m3,31mar2008
"20825C10",16700,2008m3,31mar2008
"27864210",1599600,2008m3,31mar2008
"29442910",62200,2008m3,31mar2008
"30231G10",16000,2008m3,31mar2008
"31340030",175335,2008m3,31mar2008
"31358610",50030,2008m3,31mar2008
"36092110",892900,2008m3,31mar2008
"36473010",13460,2008m3,31mar2008
"43707610",103550,2008m3,31mar2008
"46069010",520458,2008m3,31mar2008
"47816010",388140,2008m3,31mar2008
"50075N10",184680,2008m3,31mar2008
"51384710",1279590,2008m3,31mar2008
"52728810",131100,2008m3,31mar2008
"53071M10",1441463,2008m3,31mar2008
"53071M30",28234,2008m3,31mar2008
"53071M50",112936,2008m3,31mar2008
"54866110",100300,2008m3,31mar2008
"55284810",30025,2008m3,31mar2008
"57053510",1760,2008m3,31mar2008
"59491810",2644320,2008m3,31mar2008
"70432610",70600,2008m3,31mar2008
"70788510",76700,2008m3,31mar2008
"71344810",1141200,2008m3,31mar2008
"71708110",1179900,2008m3,31mar2008
"74271810",574747,2008m3,31mar2008
"74586710",830000,2008m3,31mar2008
"76119520",386739,2008m3,31mar2008
"78442P10",816000,2008m3,31mar2008
"87254010",79400,2008m3,31mar2008
"89102710",11600,2008m3,31mar2008
"90297330",169038,2008m3,31mar2008
"91131210",33706,2008m3,31mar2008
"91324P10",12000,2008m3,31mar2008
"92553P20",134050,2008m3,31mar2008
"93114210",325951,2008m3,31mar2008
"94974610",14500,2008m3,31mar2008
"95081710",6480,2008m3,31mar2008
"95980210",171901,2008m3,31mar2008
"98252610",395900,2008m3,31mar2008
"G2552X10",240487,2008m3,31mar2008
"G9143X20",128487,2008m3,31mar2008
"G9144P10",21512,2008m3,31mar2008
"00206R10",6105,2008m6,30jun2008
"02209S10",58001,2008m6,30jun2008
"02581610",11500,2008m6,30jun2008
"02687410",94500,2008m6,30jun2008
"03060R10",7272660,2008m6,30jun2008
"03522910",76890,2008m6,30jun2008
"05969A10",261014,2008m6,30jun2008
"06050510",9800,2008m6,30jun2008
"08467010",162,2008m6,30jun2008
"08467020",674,2008m6,30jun2008
"09367110",265400,2008m6,30jun2008
"17290810",68700,2008m6,30jun2008
"17296710",22628,2008m6,30jun2008
"18905410",405339,2008m6,30jun2008
"19121610",1786640,2008m6,30jun2008
"19416210",61900,2008m6,30jun2008
"20825C10",16700,2008m6,30jun2008
"27864210",1537600,2008m6,30jun2008
"29442910",62200,2008m6,30jun2008
"30231G10",16000,2008m6,30jun2008
"31340030",176135,2008m6,30jun2008
"31358610",50030,2008m6,30jun2008
"36092110",250900,2008m6,30jun2008
"36473010",13460,2008m6,30jun2008
"43707610",103550,2008m6,30jun2008
"46069010",520458,2008m6,30jun2008
"47816010",388140,2008m6,30jun2008
"50075N10",184180,2008m6,30jun2008
"51384710",1358390,2008m6,30jun2008
"52728810",131100,2008m6,30jun2008
"53071M10",1440213,2008m6,30jun2008
"53071M30",27669,2008m6,30jun2008
"53071M50",110676,2008m6,30jun2008
"54866110",100300,2008m6,30jun2008
"55262C10",1012500,2008m6,30jun2008
"55284810",30025,2008m6,30jun2008
"57053510",1760,2008m6,30jun2008
"59491810",2680320,2008m6,30jun2008
"70432610",70600,2008m6,30jun2008
"70788510",76000,2008m6,30jun2008
"71344810",1142700,2008m6,30jun2008
"71708110",1179100,2008m6,30jun2008
"71817210",58701,2008m6,30jun2008
"74271810",656647,2008m6,30jun2008
"74586710",810000,2008m6,30jun2008
"76119520",747136,2008m6,30jun2008
"78442P10",290000,2008m6,30jun2008
"85206110",650000,2008m6,30jun2008
"87254010",79400,2008m6,30jun2008
"89102710",11600,2008m6,30jun2008
"90297330",139038,2008m6,30jun2008
"91131210",33706,2008m6,30jun2008
"91324P10",12000,2008m6,30jun2008
"92553P20",465650,2008m6,30jun2008
"93114210",232851,2008m6,30jun2008
"94974610",14500,2008m6,30jun2008
"95081710",6480,2008m6,30jun2008
"95980210",171901,2008m6,30jun2008
"G2552X10",21037,2008m6,30jun2008
"G9143X20",109037,2008m6,30jun2008
"02209S10",58001,2008m9,30sep2008
"02581610",11500,2008m9,30sep2008
"02687410",14500,2008m9,30sep2008
"03060R10",7101960,2008m9,30sep2008
"03522910",74890,2008m9,30sep2008
"05969A10",1312315,2008m9,30sep2008
"06050510",9800,2008m9,30sep2008
"08467010",162,2008m9,30sep2008
"08467020",674,2008m9,30sep2008
"09367110",243400,2008m9,30sep2008
"17290810",70300,2008m9,30sep2008
"17296710",22628,2008m9,30sep2008
"18905410",295339,2008m9,30sep2008
"19121610",1736440,2008m9,30sep2008
"19416210",61900,2008m9,30sep2008
"20825C10",46700,2008m9,30sep2008
"27864210",2105900,2008m9,30sep2008
"29442910",58200,2008m9,30sep2008
"30231G10",16000,2008m9,30sep2008
"36092110",249500,2008m9,30sep2008
"36473010",13460,2008m9,30sep2008
"43707610",79250,2008m9,30sep2008
"46069010",514458,2008m9,30sep2008
"47816010",257440,2008m9,30sep2008
"50075N10",146680,2008m9,30sep2008
"51384710",1243998,2008m9,30sep2008
"52728810",125100,2008m9,30sep2008
"53071M10",1389313,2008m9,30sep2008
"53071M30",27669,2008m9,30sep2008
"53071M50",110676,2008m9,30sep2008
"54866110",101300,2008m9,30sep2008
"55284810",30025,2008m9,30sep2008
"57053510",1760,2008m9,30sep2008
"59491810",2623320,2008m9,30sep2008
"70432610",71600,2008m9,30sep2008
"70788510",69000,2008m9,30sep2008
"71344810",1080300,2008m9,30sep2008
"71708110",1104100,2008m9,30sep2008
"71817210",58701,2008m9,30sep2008
"74271810",632547,2008m9,30sep2008
"74586710",415000,2008m9,30sep2008
"76119520",745336,2008m9,30sep2008
"78442P10",367800,2008m9,30sep2008
"85206110",650000,2008m9,30sep2008
"87254010",70400,2008m9,30sep2008
"89102710",7800,2008m9,30sep2008
"90297330",139038,2008m9,30sep2008
"90329340",114000,2008m9,30sep2008
"91131210",33706,2008m9,30sep2008
"91324P10",182000,2008m9,30sep2008
"92553P20",985850,2008m9,30sep2008
"93114210",156251,2008m9,30sep2008
"94973V10",100000,2008m9,30sep2008
"94974610",14500,2008m9,30sep2008
"95081710",6480,2008m9,30sep2008
"95980210",160401,2008m9,30sep2008
"G2552X10",21037,2008m9,30sep2008
"G9143X20",105287,2008m9,30sep2008
"00289620",302000,2008m12,31dec2008
"02209S10",58001,2008m12,31dec2008
"02581610",421850,2008m12,31dec2008
"03060R10",8544300,2008m12,31dec2008
"05969A10",1840372,2008m12,31dec2008
"06050510",120000,2008m12,31dec2008
"08467010",158,2008m12,31dec2008
"08467020",578,2008m12,31dec2008
"09367110",208100,2008m12,31dec2008
"17290810",72900,2008m12,31dec2008
"17296710",242728,2008m12,31dec2008
"18905410",167439,2008m12,31dec2008
"19121610",1492540,2008m12,31dec2008
"20030N20",100000,2008m12,31dec2008
"20825C10",299200,2008m12,31dec2008
"24702R10",1042000,2008m12,31dec2008
"25468710",194700,2008m12,31dec2008
"25470M10",902700,2008m12,31dec2008
"27864210",3056100,2008m12,31dec2008
"29442910",64000,2008m12,31dec2008
"30231G10",31000,2008m12,31dec2008
"36092110",3201000,2008m12,31dec2008
"36473010",13460,2008m12,31dec2008
"43707610",76500,2008m12,31dec2008
"46069010",25803,2008m12,31dec2008
"47816010",55940,2008m12,31dec2008
"50075N10",46680,2008m12,31dec2008
"51384710",1151498,2008m12,31dec2008
"52728810",125600,2008m12,31dec2008
"53071M10",9065041,2008m12,31dec2008
"53071M30",25570,2008m12,31dec2008
"53071M50",110676,2008m12,31dec2008
"54866110",99300,2008m12,31dec2008
"55284810",30025,2008m12,31dec2008
"57053510",1500,2008m12,31dec2008
"59018810",100000,2008m12,31dec2008
"59491810",2904720,2008m12,31dec2008
"65248E10",2521300,2008m12,31dec2008
"70432610",72100,2008m12,31dec2008
"70788510",42300,2008m12,31dec2008
"71344810",699500,2008m12,31dec2008
"71708110",857100,2008m12,31dec2008
"71817210",58701,2008m12,31dec2008
"74271810",263647,2008m12,31dec2008
"76119520",1321917,2008m12,31dec2008
"78442P10",740800,2008m12,31dec2008
"85206110",650000,2008m12,31dec2008
"87254010",67400,2008m12,31dec2008
"89102710",6300,2008m12,31dec2008
"90297330",139038,2008m12,31dec2008
"90329340",1771950,2008m12,31dec2008
"91131210",33606,2008m12,31dec2008
"91324P10",439400,2008m12,31dec2008
"92553P10",28500,2008m12,31dec2008
"92553P20",3383350,2008m12,31dec2008
"93114210",6351,2008m12,31dec2008
"93142210",78700,2008m12,31dec2008
"94973V10",188500,2008m12,31dec2008
"94974610",14500,2008m12,31dec2008
"95081710",7380,2008m12,31dec2008
"95980210",160401,2008m12,31dec2008
"96990410",671300,2008m12,31dec2008
"97717W83",7400,2008m12,31dec2008
"G2552X10",18187,2008m12,31dec2008
"G9143X20",105287,2008m12,31dec2008
"00289620",296000,2009m3,31mar2009
"02209S10",58001,2009m3,31mar2009
"02581610",421700,2009m3,31mar2009
"03060R10",8478900,2009m3,31mar2009
"05969A10",1859644,2009m3,31mar2009
"06050510",593100,2009m3,31mar2009
"06738E20",300000,2009m3,31mar2009
"08467010",158,2009m3,31mar2009
"08467020",528,2009m3,31mar2009
"09367110",28000,2009m3,31mar2009
"17290810",72200,2009m3,31mar2009
"18905410",49539,2009m3,31mar2009
"19121610",1347040,2009m3,31mar2009
"20030N20",100000,2009m3,31mar2009
"20825C10",299200,2009m3,31mar2009
"24702R10",1017000,2009m3,31mar2009
"25468710",194700,2009m3,31mar2009
"25470M10",883500,2009m3,31mar2009
"27864210",3041500,2009m3,31mar2009
"29442910",63000,2009m3,31mar2009
"30231G10",31000,2009m3,31mar2009
"36092110",3136800,2009m3,31mar2009
"36473010",13460,2009m3,31mar2009
"43707610",76400,2009m3,31mar2009
"46069010",25603,2009m3,31mar2009
"47816010",55840,2009m3,31mar2009
"50075N10",47680,2009m3,31mar2009
"51384710",617000,2009m3,31mar2009
"52728810",124400,2009m3,31mar2009
"53071M10",8115201,2009m3,31mar2009
"53071M30",25462,2009m3,31mar2009
"53071M50",101168,2009m3,31mar2009
"54866110",98300,2009m3,31mar2009
"55284810",30000,2009m3,31mar2009
"57053510",1400,2009m3,31mar2009
"59491810",2909820,2009m3,31mar2009
"65248E10",5629100,2009m3,31mar2009
"65248E20",80000,2009m3,31mar2009
"70432610",71100,2009m3,31mar2009
"70788510",42300,2009m3,31mar2009
"71344810",637150,2009m3,31mar2009
"71708110",850250,2009m3,31mar2009
"71817210",58701,2009m3,31mar2009
"74271810",224797,2009m3,31mar2009
"76119520",1321437,2009m3,31mar2009
"85206110",590000,2009m3,31mar2009
"87254010",66400,2009m3,31mar2009
"90297330",136918,2009m3,31mar2009
"90329340",1736050,2009m3,31mar2009
"91131210",33206,2009m3,31mar2009
"91324P10",439400,2009m3,31mar2009
"92553P10",27700,2009m3,31mar2009
"92553P20",3415950,2009m3,31mar2009
"93142210",77900,2009m3,31mar2009
"94973V10",188500,2009m3,31mar2009
"94974610",14500,2009m3,31mar2009
"95081710",7380,2009m3,31mar2009
"95980210",158201,2009m3,31mar2009
"96990410",659100,2009m3,31mar2009
"97717W83",7400,2009m3,31mar2009
"G2552X10",16300,2009m3,31mar2009
"00289620",286000,2009m6,30jun2009
"02209S10",54001,2009m6,30jun2009
"02581610",412014,2009m6,30jun2009
"03060R10",6275310,2009m6,30jun2009
"05969A10",1891927,2009m6,30jun2009
"06050510",548100,2009m6,30jun2009
"08467010",158,2009m6,30jun2009
"08467020",538,2009m6,30jun2009
"09367110",28000,2009m6,30jun2009
"14149Y10",110250,2009m6,30jun2009
"17290810",71000,2009m6,30jun2009
"18905410",45339,2009m6,30jun2009
"19121610",1717495,2009m6,30jun2009
"19416210",90600,2009m6,30jun2009
"20030N20",686995,2009m6,30jun2009
"20825C10",1052315,2009m6,30jun2009
"24702R10",1011575,2009m6,30jun2009
"25468710",314455,2009m6,30jun2009
"25470M10",815375,2009m6,30jun2009
"27864210",3011110,2009m6,30jun2009
"29442910",63000,2009m6,30jun2009
"30231G10",21000,2009m6,30jun2009
"36092110",1425000,2009m6,30jun2009
"36473010",11540,2009m6,30jun2009
"42823610",347162,2009m6,30jun2009
"43707610",51900,2009m6,30jun2009
"46069010",15603,2009m6,30jun2009
"47816010",333615,2009m6,30jun2009
"50075N10",44220,2009m6,30jun2009
"51384710",568516,2009m6,30jun2009
"52728810",122700,2009m6,30jun2009
