cusip,shares,tm,date
"19416210",1346500,2015m12,31dec2015
"20030N10",2187950,2015m12,31dec2015
"20825C10",4661296,2015m12,31dec2015
"21935010",3370598,2015m12,31dec2015
"30231G10",4266560,2015m12,31dec2015
"38141G10",278300,2015m12,31dec2015
"40434L10",2802425,2015m12,31dec2015
"42824C10",2802495,2015m12,31dec2015
"45814010",2019300,2015m12,31dec2015
"47816010",7316129,2015m12,31dec2015
"51384710",412500,2015m12,31dec2015
"59491810",12932358,2015m12,31dec2015
"60749410",34000,2015m12,31dec2015
"68389X10",22852319,2015m12,31dec2015
"71344810",14361804,2015m12,31dec2015
"71817210",28784,2015m12,31dec2015
"74271810",21858570,2015m12,31dec2015
"75421210",34000,2015m12,31dec2015
"85503010",2232400,2015m12,31dec2015
"85747710",1675800,2015m12,31dec2015
"86366710",2061165,2015m12,31dec2015
"87182910",20571055,2015m12,31dec2015
"90130A10",38669101,2015m12,31dec2015
"90130A20",29361821,2015m12,31dec2015
"90297330",7067060,2015m12,31dec2015
"90478470",2397533,2015m12,31dec2015
"92025310",4000,2015m12,31dec2015
"92553P20",5122201,2015m12,31dec2015
"93114210",1876066,2015m12,31dec2015
"94974610",2118631,2015m12,31dec2015
"02209S10",25900,2016m3,31mar2016
"03062T10",572336,2016m3,31mar2016
"03675210",1055389,2016m3,31mar2016
"03760410",2120904,2016m3,31mar2016
"05969A10",109000,2016m3,31mar2016
"06050510",2784300,2016m3,31mar2016
"06405810",5945040,2016m3,31mar2016
"06738310",1276894,2016m3,31mar2016
"08467010",30,2016m3,31mar2016
"08467070",21679,2016m3,31mar2016
"12541W20",1551059,2016m3,31mar2016
"17275R10",29330161,2016m3,31mar2016
"18905410",308793,2016m3,31mar2016
"19121610",18293235,2016m3,31mar2016
"19416210",1346600,2016m3,31mar2016
"20030N10",2197950,2016m3,31mar2016
"20825C10",4352952,2016m3,31mar2016
"21935010",3352784,2016m3,31mar2016
"30231G10",4131136,2016m3,31mar2016
"38141G10",278300,2016m3,31mar2016
"40434L10",2801486,2016m3,31mar2016
"42824C10",2801556,2016m3,31mar2016
"45814010",2029300,2016m3,31mar2016
"47816010",7080500,2016m3,31mar2016
"51384710",394500,2016m3,31mar2016
"59491810",12544378,2016m3,31mar2016
"60749410",34000,2016m3,31mar2016
"68389X10",20182022,2016m3,31mar2016
"71344810",13404933,2016m3,31mar2016
"71817210",28784,2016m3,31mar2016
"74271810",19444922,2016m3,31mar2016
"75421210",40000,2016m3,31mar2016
"85503010",2242400,2016m3,31mar2016
"85747710",1675800,2016m3,31mar2016
"86366710",1948574,2016m3,31mar2016
"87182910",17358134,2016m3,31mar2016
"90130A10",40353546,2016m3,31mar2016
"90130A20",28115293,2016m3,31mar2016
"90297330",7023828,2016m3,31mar2016
"90478470",2337397,2016m3,31mar2016
"92025310",4000,2016m3,31mar2016
"92553P20",4445296,2016m3,31mar2016
"93114210",1652346,2016m3,31mar2016
"94974610",2124932,2016m3,31mar2016
"02209S10",25900,2016m6,30jun2016
"03062T10",580959,2016m6,30jun2016
"03675210",1056204,2016m6,30jun2016
"03760410",2120584,2016m6,30jun2016
"05969A10",109000,2016m6,30jun2016
"06050510",2782900,2016m6,30jun2016
"06405810",5980155,2016m6,30jun2016
"06738310",806300,2016m6,30jun2016
"08467010",30,2016m6,30jun2016
"08467070",22779,2016m6,30jun2016
"12541W20",1040092,2016m6,30jun2016
"17275R10",28148032,2016m6,30jun2016
"18905410",78625,2016m6,30jun2016
"19121610",16876233,2016m6,30jun2016
"19416210",1351400,2016m6,30jun2016
"20030N10",1997550,2016m6,30jun2016
"20825C10",4302886,2016m6,30jun2016
"21935010",3373580,2016m6,30jun2016
"30231G10",3451825,2016m6,30jun2016
"38141G10",281300,2016m6,30jun2016
"40434L10",2836360,2016m6,30jun2016
"42824C10",2836380,2016m6,30jun2016
"45814010",2028100,2016m6,30jun2016
"47816010",6671349,2016m6,30jun2016
"51384710",305400,2016m6,30jun2016
"59491810",12524050,2016m6,30jun2016
"60749410",34000,2016m6,30jun2016
"68389X10",20161631,2016m6,30jun2016
"71344810",10614023,2016m6,30jun2016
"71817210",28501,2016m6,30jun2016
"74271810",18778145,2016m6,30jun2016
"75421210",27000,2016m6,30jun2016
"85503010",2252300,2016m6,30jun2016
"85747710",1690800,2016m6,30jun2016
"86366710",1402704,2016m6,30jun2016
"87182910",14831661,2016m6,30jun2016
"90130A10",40063686,2016m6,30jun2016
"90130A20",27975629,2016m6,30jun2016
"90297330",7018632,2016m6,30jun2016
"90478470",2324301,2016m6,30jun2016
"92025310",1800,2016m6,30jun2016
"92553P20",4359268,2016m6,30jun2016
"93114210",1209684,2016m6,30jun2016
"94974610",2127795,2016m6,30jun2016
"02209S10",25900,2016m9,30sep2016
"03062T10",580959,2016m9,30sep2016
"03675210",1056204,2016m9,30sep2016
"03760410",2120584,2016m9,30sep2016
"05969A10",109000,2016m9,30sep2016
"06050510",2782900,2016m9,30sep2016
"06405810",5980155,2016m9,30sep2016
"06738310",806300,2016m9,30sep2016
"08467010",30,2016m9,30sep2016
"08467070",22779,2016m9,30sep2016
"12541W20",1040092,2016m9,30sep2016
"17275R10",28148032,2016m9,30sep2016
"18905410",78625,2016m9,30sep2016
"19121610",16876233,2016m9,30sep2016
"19416210",1351400,2016m9,30sep2016
"20030N10",1997550,2016m9,30sep2016
"20825C10",4302886,2016m9,30sep2016
"21935010",3373580,2016m9,30sep2016
"30231G10",3451825,2016m9,30sep2016
"38141G10",281300,2016m9,30sep2016
"40434L10",2836360,2016m9,30sep2016
"42824C10",2836380,2016m9,30sep2016
"45814010",2028100,2016m9,30sep2016
"47816010",6671349,2016m9,30sep2016
"51384710",305400,2016m9,30sep2016
"59491810",12524050,2016m9,30sep2016
"60749410",34000,2016m9,30sep2016
"68389X10",20161631,2016m9,30sep2016
"71344810",10614023,2016m9,30sep2016
"71817210",28501,2016m9,30sep2016
"74271810",18778145,2016m9,30sep2016
"75421210",27000,2016m9,30sep2016
"85503010",2252300,2016m9,30sep2016
"85747710",1690800,2016m9,30sep2016
"86366710",1402704,2016m9,30sep2016
"87182910",14831661,2016m9,30sep2016
"90130A10",40063686,2016m9,30sep2016
"90130A20",27975629,2016m9,30sep2016
"90297330",7018632,2016m9,30sep2016
"90478470",2324301,2016m9,30sep2016
"92025310",1800,2016m9,30sep2016
"92553P20",4359268,2016m9,30sep2016
"93114210",1209684,2016m9,30sep2016
"94974610",2127795,2016m9,30sep2016
"02209S10",25300,2016m12,30dec2016
"03062T10",464926,2016m12,30dec2016
"03675210",1038140,2016m12,30dec2016
"03760410",2105904,2016m12,30dec2016
"05969A10",83000,2016m12,30dec2016
"06050510",1450000,2016m12,30dec2016
"06405810",4121719,2016m12,30dec2016
"06738310",723901,2016m12,30dec2016
"08467010",30,2016m12,30dec2016
"08467070",23167,2016m12,30dec2016
"12541W20",1008837,2016m12,30dec2016
"17275R10",24928413,2016m12,30dec2016
"18905410",74238,2016m12,30dec2016
"19121610",16650927,2016m12,30dec2016
"19416210",1335000,2016m12,30dec2016
"20030N10",1645350,2016m12,30dec2016
"20825C10",3849972,2016m12,30dec2016
"21935010",3065113,2016m12,30dec2016
"30231G10",2704392,2016m12,30dec2016
"38141G10",178000,2016m12,30dec2016
"40434L10",2241617,2016m12,30dec2016
"42824C10",2240912,2016m12,30dec2016
"45814010",1116000,2016m12,30dec2016
"47816010",6035969,2016m12,30dec2016
"59491810",10374243,2016m12,30dec2016
"60749410",29000,2016m12,30dec2016
"68389X10",19592943,2016m12,30dec2016
"71344810",8782946,2016m12,30dec2016
"71817210",28501,2016m12,30dec2016
"74271810",15761988,2016m12,30dec2016
"75540810",24000,2016m12,30dec2016
"85503010",2230000,2016m12,30dec2016
"85747710",1419100,2016m12,30dec2016
"86366710",1140765,2016m12,30dec2016
"87182910",11276797,2016m12,30dec2016
"90130A10",43575268,2016m12,30dec2016
"90130A20",26427972,2016m12,30dec2016
"90297330",5250055,2016m12,30dec2016
"90478470",3472912,2016m12,30dec2016
"92553P20",4278238,2016m12,30dec2016
"93114210",1069740,2016m12,30dec2016
"94974610",1990082,2016m12,30dec2016
