cusip,tm,permno,ticker,price,ret
"93932210",2003m2,81593,"WM",34.52999878,.002322149
"94106L10",2003m2,11955,"WMI",19.89999962,-.134406269
"95081710",2003m2,38906,"WSC",292.75,-.023050001
"00184A10",2003m3,77418,"AOL",10.85999966,-.040636048
"00244410",2003m3,81912,"AVX",9,-.048625797
"02209S10",2003m3,13901,"MO",29.95999908,-.20827949
"02581610",2003m3,59176,"AXP",33.22999954,-.010422939
"03060R10",2003m3,75858,"ACF",3.299999952,.658291399
"03522910",2003m3,59184,"BUD",46.61000061,.002365605
"03760A10",2003m3,77579,"AOT",14.57999992,-.065384641
"05981530",2003m3,77881,"BDG",30.13999939,.120676935
"08467010",2003m3,17778,"BRK",63800,.034035657
"08467020",2003m3,83443,"BRK",2137,.034866828
"09282810",2003m3,34649,"BL",23.51000023,.019827563
"09367110",2003m3,49373,"HRB",42.68999863,.056692112
"11012210",2003m3,19393,"BMY",21.12999916,-.093133055
"12720930",2003m3,20539,"CSG",21.72999954,.078411907
"15670010",2003m3,60599,"CTL",27.60000038,.009306598
"16808810",2003m3,30509,"CVR",24.79999924,-.008730219
"17273710",2003m3,47175,"CC",5.199999809,.180429801
"17296710",2003m3,70519,"C",34.45000076,.033293359
"18905410",2003m3,46578,"CLX",46.16999817,.091231309
"19121610",2003m3,11308,"KO",40.47999954,.011934319
"24950910",2003m3,79328,"DFS",9.819999695,-.107272752
"28566110",2003m3,83596,"EDS",17.60000038,.130378976
"29101110",2003m3,22103,"EMR",45.34999847,-.036541346
"29442910",2003m3,52476,"EFX",19.98999977,.042231463
"29760210",2003m3,79037,"ETH",29.43000031,.012383922
"31340030",2003m3,75789,"FRE",53.09999847,-.023604812
"31358610",2003m3,51043,"FNM",65.34999847,.019500781
"31996310",2003m3,77546,"FDC",37.00999832,.068686776
"32096010",2003m3,11371,"FHCC",25.44000053,.055163827
"36473010",2003m3,47941,"GCI",70.43000031,-.020784231
"36866W10",2003m3,84005,"GMST",3.66899991,.036440663
"36960410",2003m3,12060,"GE",25.5,.060291093
"42823610",2003m3,27828,"HPQ",15.55000019,-.013880138
"43707610",2003m3,66181,"HD",24.36000061,.041364599
"44993410",2003m3,84020,"RX",15.60999966,.040666644
"45775010",2003m3,88977,"INET",3.50999999,.023323592
"46069010",2003m3,53065,"IPG",9.300000191,-.03626937
"46072H10",2003m3,76745,"IBC",10.5,.09489049
"47816010",2003m3,22111,"JNJ",57.86999893,.103336476
"50075N10",2003m3,89006,"KFT",28.20000076,-.042553186
"50104410",2003m3,16678,"KR",13.14999962,-.005295056
"51384710",2003m3,48523,"LANC",38.34899902,.014981556
"53071810",2003m3,89130,"L",9.729999542,.058759518
"54927110",2003m3,43721,"LZ",30.01000023,.037331488
"55262C10",2003m3,75175,"MBI",38.63999939,.018620465
"55284810",2003m3,76804,"MTG",39.27000046,-.004814968
"57053510",2003m3,10933,"MKL",223.6999969,.046990514
"57459910",2003m3,34032,"MAS",18.62000084,.013057764
"58013510",2003m3,43449,"MCD",14.46000004,.062454108
"58933110",2003m3,22752,"MRK",54.77999878,.045308035
"59491810",2003m3,10107,"MSFT",24.20999908,.021518916
"65408610",2003m3,48274,"GAS",27.31999969,-.076603539
"71344810",2003m3,13856,"PEP",40,.047755748
"71708110",2003m3,21936,"PFE",31.15999985,.044936288
"74271810",2003m3,18163,"PG",89.05000305,.087832913
"78223310",2003m3,66050,"RUS",32,.039613552
"78651420",2003m3,76149,"SWY",18.93000031,-.048265416
"80412020",2003m3,79204,"SCNYB",9.710000038,-.068227574
"80685710",2003m3,14277,"SLB",38.00999832,-.086517721
"81760N10",2003m3,71116,"SVM",10,.023541406
"89051610",2003m3,14816,"TR",28.53000069,.014580364
"89102710",2003m3,62308,"TMK",35.79999924,-.014045776
"89604710",2003m3,65787,"TRB",45.00999832,.003567444
"89687P10",2003m3,89379,"TRZ",8.5,.010453003
"89989610",2003m3,83462,"TUP",13.81999969,.125902116
"90212410",2003m3,45356,"TYC",12.85999966,-.130236521
"90297330",2003m3,66157,"USB",18.97999954,-.082935013
"90478470",2003m3,28310,"UN",59.43999863,.048694395
"91301710",2003m3,17830,"UTX",57.77999878,-.01365659
"93932210",2003m3,81593,"WM",35.27000046,.02143069
"94106L10",2003m3,11955,"WMI",21.18000031,.064321645
"95081710",2003m3,38906,"WSC",298,.017933391
"00184A10",2003m4,77418,"AOL",13.68000031,.259668589
"02209S10",2003m4,13901,"MO",30.76000023,.026702309
"02581610",2003m4,59176,"AXP",37.86000061,.141739428
"03060R10",2003m4,75858,"ACF",6.789999962,1.05757582
"03522910",2003m4,59184,"BUD",49.88000107,.070156626
"03760A10",2003m4,77579,"AOT",17.18000031,.178326502
"05981530",2003m4,77881,"BDG",32.90000153,.091572732
"08467010",2003m4,17778,"BRK",69815,.094278999
"08467020",2003m4,83443,"BRK",2332,.091249414
"09282810",2003m4,34649,"BL",21.85000038,-.070608243
"09367110",2003m4,49373,"HRB",38.61999893,-.095338486
"11012210",2003m4,19393,"BMY",25.54000092,.221959397
"12720930",2003m4,20539,"CSG",22.67000008,.069601499
"15670010",2003m4,60599,"CTL",29.45000076,.067028999
"16808810",2003m4,30509,"CVR",24.54999924,0
"17296710",2003m4,70519,"C",39.25,.139332339
"18905410",2003m4,46578,"CLX",45.22000122,-.015811067
"19121610",2003m4,11308,"KO",40.40000153,-.001976236
"28566110",2003m4,83596,"EDS",18.14999962,.031249955
"29101110",2003m4,22103,"EMR",50.70000076,.11797139
"29442910",2003m4,52476,"EFX",23.19000053,.160080075
"29760210",2003m4,79037,"ETH",33.68000031,.146449193
"31340030",2003m4,75789,"FRE",57.90000153,.09039554
"31358610",2003m4,51043,"FNM",72.38999939,.113695502
"31996310",2003m4,77546,"FDC",39.22999954,.059983823
"32096010",2003m4,11371,"FHCC",25.04000092,-.015723255
"36473010",2003m4,47941,"GCI",75.72000122,.075110048
"36866W10",2003m4,84005,"GMST",4,.090215348
"36960410",2003m4,12060,"GE",29.45000076,.154901996
"43707610",2003m4,66181,"HD",28.12999916,.154761836
"44993410",2003m4,84020,"RX",15.39999962,-.012171688
"46069010",2003m4,53065,"IPG",11.39999962,.225806385
"46072H10",2003m4,76745,"IBC",10.47000027,.003809549
"47816010",2003m4,22111,"JNJ",56.36000061,-.026092939
"50075N10",2003m4,89006,"KFT",30.89999962,.09574464
"50104410",2003m4,16678,"KR",14.30000019,.087452516
"51384710",2003m4,48523,"LANC",42.74000168,.114501104
"53071810",2003m4,89130,"L",11,.130524203
"54927110",2003m4,43721,"LZ",31.61000061,.053315572
"55262C10",2003m4,75175,"MBI",44.70000076,.156832337
"55284810",2003m4,76804,"MTG",45.45999908,.157626644
"57053510",2003m4,10933,"MKL",242.3500061,.083370626
"57459910",2003m4,34032,"MAS",21.06999969,.139097676
"58013510",2003m4,43449,"MCD",17.10000038,.182572633
"58933110",2003m4,22752,"MRK",58.18000031,.062066477
"59491810",2003m4,10107,"MSFT",25.55999947,.055762101
"65408610",2003m4,48274,"GAS",30.05999947,.100292817
"71344810",2003m4,13856,"PEP",43.27999878,.081999972
"71708110",2003m4,21936,"PFE",30.75,-.01315789
"74271810",2003m4,18163,"PG",89.84999847,.01358782
"78223310",2003m4,66050,"RUS",32.88000107,.027500033
"78651420",2003m4,76149,"SWY",16.62000084,-.122028492
"80412020",2003m4,79204,"SCNYB",11.35000038,.168898076
"81760N10",2003m4,71116,"SVM",9.050000191,-.084499985
"89051610",2003m4,14816,"TR",28.97999954,.015772831
"89102710",2003m4,62308,"TMK",38.75,.084916227
"89604710",2003m4,65787,"TRB",48.97999954,.088202655
"89687P10",2003m4,89379,"TRZ",9.31000042,.09529417
"89989610",2003m4,83462,"TUP",13.85999966,.002894353
"90212410",2003m4,45356,"TYC",15.60000038,.213063821
"90297330",2003m4,66157,"USB",22.14999962,.167017922
"90478470",2003m4,28310,"UN",62.97000122,.059387662
"91301710",2003m4,17830,"UTX",61.81000137,.069747366
"93932210",2003m4,81593,"WM",39.5,.128437757
"94106L10",2003m4,11955,"WMI",21.71999931,.025495704
"95081710",2003m4,38906,"WSC",291,-.023489933
"98302410",2003m4,15667,"WYE",43.52999878,.150978297
"00184A10",2003m5,77418,"AOL",15.22000027,.112573095
"02209S10",2003m5,13901,"MO",41.29999924,.342652768
"02581610",2003m5,59176,"AXP",41.65999985,.100369759
"03060R10",2003m5,75858,"ACF",9.399999619,.384388745
"03522910",2003m5,59184,"BUD",52.63000107,.059041698
"03760A10",2003m5,77579,"AOT",19.07999992,.110593691
"05981530",2003m5,77881,"BDG",33.40000153,.015197568
"08467010",2003m5,17778,"BRK",71000,.01697343
"08467020",2003m5,83443,"BRK",2374,.018010292
"09282810",2003m5,34649,"BL",21.20000076,-.022883277
"09367110",2003m5,49373,"HRB",40.93999863,.060072497
"11012210",2003m5,19393,"BMY",25.60000038,.002349235
"12720930",2003m5,20539,"CSG",23.95000076,.056462314
"15670010",2003m5,60599,"CTL",33.66999817,.143293619
"16808810",2003m5,30509,"CVR",25.125,.023421621
"17296710",2003m5,70519,"C",41.02000046,.050191093
"18905410",2003m5,46578,"CLX",44.65999985,-.012383931
"19121610",2003m5,11308,"KO",45.56999969,.127970248
"28566110",2003m5,83596,"EDS",20.14999962,.118457302
"29101110",2003m5,22103,"EMR",52.29999924,.039299771
"29442910",2003m5,52476,"EFX",25.31999969,.092712335
"29760210",2003m5,79037,"ETH",35.63000107,.057897884
"31340030",2003m5,75789,"FRE",59.81000137,.032987908
"31358610",2003m5,51043,"FNM",74,.02224065
"31996310",2003m5,77546,"FDC",41.41999817,.055824589
"32096010",2003m5,11371,"FHCC",25.55999947,.020766715
"36473010",2003m5,47941,"GCI",79,.043317467
"36866W10",2003m5,84005,"GMST",4.619999886,.154999971
"36960410",2003m5,12060,"GE",28.70000076,-.025466893
"43707610",2003m5,66181,"HD",32.49000168,.154994756
"44993410",2003m5,84020,"RX",17.84000015,.158441603
"46069010",2003m5,53065,"IPG",13.75,.206140384
"46072H10",2003m5,76745,"IBC",12.97999954,.239732489
"47816010",2003m5,22111,"JNJ",54.34999847,-.031405289
"50075N10",2003m5,89006,"KFT",32.40000153,.048543751
"50104410",2003m5,16678,"KR",16.04999924,.122377552
"51384710",2003m5,48523,"LANC",38.68999863,-.094759077
"53071810",2003m5,89130,"L",11.69999981,.063636348
"54927110",2003m5,43721,"LZ",31.89999962,.017399525
"55262C10",2003m5,75175,"MBI",50.04999924,.119686767
"55284810",2003m5,76804,"MTG",54.02000046,.188847378
"57053510",2003m5,10933,"MKL",252.25,.040849984
"57459910",2003m5,34032,"MAS",24.60000038,.16753681
"58013510",2003m5,43449,"MCD",18.72999954,.095321588
"58933110",2003m5,22752,"MRK",55.58000183,-.044688869
"59491810",2003m5,10107,"MSFT",24.61000061,-.037167404
"65408610",2003m5,48274,"GAS",35.61000061,.184630781
"71344810",2003m5,13856,"PEP",44.20000076,.021256978
"71708110",2003m5,21936,"PFE",31.02000046,.013658551
"74271810",2003m5,18163,"PG",91.81999969,.021925446
"78223310",2003m5,66050,"RUS",34.45999908,.056569282
"78651420",2003m5,76149,"SWY",18.84000015,.133573964
"80412020",2003m5,79204,"SCNYB",11.80000019,.039647561
"81760N10",2003m5,71116,"SVM",10.63000011,.174585626
"89051610",2003m5,14816,"TR",29.64999962,.023119396
"89102710",2003m5,62308,"TMK",38.61999893,-.003354866
"89604710",2003m5,65787,"TRB",49.88000107,.020620693
"89687P10",2003m5,89379,"TRZ",10.93000031,.174006417
"89989610",2003m5,83462,"TUP",15.88000011,.145743176
"90212410",2003m5,45356,"TYC",17.70000076,.134615406
"90297330",2003m5,66157,"USB",23.70000076,.069977477
"90478470",2003m5,28310,"UN",58.5,-.055334639
"91301710",2003m5,17830,"UTX",68.25,.108558461
"93932210",2003m5,81593,"WM",40.77999878,.032405034
"94106L10",2003m5,11955,"WMI",25.46999931,.172651947
"95081710",2003m5,38906,"WSC",303,.042388316
"98302410",2003m5,15667,"WYE",43.84999847,.012634958
"00184A10",2003m6,77418,"AOL",16.09000015,.057161622
"02209S10",2003m6,13901,"MO",45.43999863,.115738489
"02581610",2003m6,59176,"AXP",41.81000137,.003600613
"03060R10",2003m6,75858,"ACF",8.550000191,-.090425476
"03522910",2003m6,59184,"BUD",51.04999924,-.030020935
"03760A10",2003m6,77579,"AOT",20,.048218034
"05981530",2003m6,77881,"BDG",35.09999847,.060478948
"08467010",2003m6,17778,"BRK",72500,.02112676
"08467020",2003m6,83443,"BRK",2430,.023588879
"09282810",2003m6,34649,"BL",22.20000076,.047169808
"09367110",2003m6,49373,"HRB",43.25,.060820747
"11012210",2003m6,19393,"BMY",27.14999962,.060546845
"12720930",2003m6,20539,"CSG",24.18000031,.009603321
"15670010",2003m6,60599,"CTL",34.84999847,.036679547
"16808810",2003m6,30509,"CVR",26.26000023,.052338317
"17296710",2003m6,70519,"C",42.79999924,.043393437
"18905410",2003m6,46578,"CLX",42.65000153,-.045006681
"19121610",2003m6,11308,"KO",46.40999985,.023260921
"28566110",2003m6,83596,"EDS",21.45000076,.064516187
"29101110",2003m6,22103,"EMR",51.09999847,-.022944566
"29442910",2003m6,52476,"EFX",26,.026856253
"29760210",2003m6,79037,"ETH",35.15999985,-.013191164
"31340030",2003m6,75789,"FRE",50.77000046,-.146798208
"31358610",2003m6,51043,"FNM",67.44000244,-.088648617
"31996310",2003m6,77546,"FDC",41.43999863,.000965728
"32096010",2003m6,11371,"FHCC",27.62000084,.080594733
"36473010",2003m6,47941,"GCI",76.80999756,-.024683576
"36866W10",2003m6,84005,"GMST",5.010000229,.084415659
"36960410",2003m6,12060,"GE",28.68000031,.005923329
"43707610",2003m6,66181,"HD",33.11999893,.021237219
"44993410",2003m6,84020,"RX",17.98999977,.00840805
"46069010",2003m6,53065,"IPG",13.38000011,-.026909083
"46072H10",2003m6,76745,"IBC",12.69999981,-.021571629
"47816010",2003m6,22111,"JNJ",51.70000076,-.048758008
"50075N10",2003m6,89006,"KFT",32.54999924,.009259189
"50104410",2003m6,16678,"KR",16.68000031,.039252404
"51384710",2003m6,48523,"LANC",38.68999863,.005169295
"53071810",2003m6,89130,"L",11.56000042,-.01196576
"54927110",2003m6,43721,"LZ",30.98999977,-.028526641
"55262C10",2003m6,75175,"MBI",48.75,-.021978008
"55284810",2003m6,76804,"MTG",46.63999939,-.136616081
"57053510",2003m6,10933,"MKL",256,.014866204
"57459910",2003m6,34032,"MAS",23.85000038,-.030487804
"58013510",2003m6,43449,"MCD",22.05999947,.177789643
"58933110",2003m6,22752,"MRK",60.54999924,.095897757
"59491810",2003m6,10107,"MSFT",25.63999939,.041852854
"65408610",2003m6,48274,"GAS",37.11000061,.055181127
"71344810",2003m6,13856,"PEP",44.5,.010407222
"71708110",2003m6,21936,"PFE",34.15000153,.100902677
"74271810",2003m6,18163,"PG",89.18000031,-.028751899
"78223310",2003m6,66050,"RUS",36.50999832,.059489243
"78651420",2003m6,76149,"SWY",20.45999908,.085987203
"80412020",2003m6,79204,"SCNYB",12.07999992,.027457604
"81760N10",2003m6,71116,"SVM",10.69999981,.006585108
"89051610",2003m6,14816,"TR",30.48999977,.030691406
"89102710",2003m6,62308,"TMK",37.25,-.03547382
"89604710",2003m6,65787,"TRB",48.29999924,-.031676058
"89687P10",2003m6,89379,"TRZ",11.36999989,.058554396
"89989610",2003m6,83462,"TUP",14.35999966,-.081864007
"90212410",2003m6,45356,"TYC",18.97999954,.073022529
"90297330",2003m6,66157,"USB",24.5,.042405028
"90478470",2003m6,28310,"UN",54,-.07692308
"91301710",2003m6,17830,"UTX",70.83000183,.037802223
"93932210",2003m6,81593,"WM",41.29999924,.01275136
"94106L10",2003m6,11955,"WMI",24.09000015,-.05418136
"95081710",2003m6,38906,"WSC",312,.029702971
"98302410",2003m6,15667,"WYE",45.54999924,.038768549
"02209S10",2003m7,13901,"MO",40.00999832,-.119498253
"02581610",2003m7,59176,"AXP",44.16999817,.058837522
"03060R10",2003m7,75858,"ACF",7.429999828,-.130994186
"03522910",2003m7,59184,"BUD",51.81999969,.015083261
"03760A10",2003m7,77579,"AOT",22.22999954,.11149998
"05981530",2003m7,77881,"BDG",32.58000183,-.071794778
"08467010",2003m7,17778,"BRK",72010,-.00675862
"08467020",2003m7,83443,"BRK",2403,-.011111111
"09282810",2003m7,34649,"BL",22.54000092,.015315321
"09367110",2003m7,49373,"HRB",42.38999939,-.019884408
"11012210",2003m7,19393,"BMY",26.20000076,-.024677675
"12720930",2003m7,20539,"CSG",24.35000038,.007030607
"15670010",2003m7,60599,"CTL",34.29000092,-.016068798
"16808810",2003m7,30509,"CVR",29,.104341194
"18905410",2003m7,46578,"CLX",43.38999939,.023681074
"19121610",2003m7,11308,"KO",44.97000122,-.031027766
"28566110",2003m7,83596,"EDS",22.27000046,.038228422
"29101110",2003m7,22103,"EMR",53.70000076,.050880674
"29442910",2003m7,52476,"EFX",23.29000092,-.104230732
"29760210",2003m7,79037,"ETH",35.54000092,.012798665
"31340030",2003m7,75789,"FRE",48.84999847,-.037817646
"31358610",2003m7,51043,"FNM",64.04000092,-.043742608
"31996310",2003m7,77546,"FDC",37.75999832,-.088803098
"32096010",2003m7,11371,"FHCC",25.81999969,-.065170206
"36473010",2003m7,47941,"GCI",76.83000183,.000260438
"36866W10",2003m7,84005,"GMST",4.710000038,-.059880275
"36960410",2003m7,12060,"GE",28.44000053,-.008368193
"44993410",2003m7,84020,"RX",19.34000015,.076153442
"46069010",2003m7,53065,"IPG",13.80000019,.031390142
"46072H10",2003m7,76745,"IBC",10.23999977,-.188188985
"47816010",2003m7,22111,"JNJ",51.79000092,.001740815
"50075N10",2003m7,89006,"KFT",27.80999947,-.145622119
"51384710",2003m7,48523,"LANC",40.09999847,.036443524
"53071810",2003m7,89130,"L",11.09000015,-.040657461
"54927110",2003m7,43721,"LZ",33.38999939,.077444322
"55262C10",2003m7,75175,"MBI",50.61999893,.038358953
"55284810",2003m7,76804,"MTG",55.5,.18996571
"57053510",2003m7,10933,"MKL",270.4899902,.056601524
"57459910",2003m7,34032,"MAS",24.37000084,.027672974
"58933110",2003m7,22752,"MRK",55.27999878,-.087035514
"59491810",2003m7,10107,"MSFT",26.40999985,.030031219
"65408610",2003m7,48274,"GAS",36.27999878,-.022365987
"71344810",2003m7,13856,"PEP",46.06999969,.035280891
"71708110",2003m7,21936,"PFE",33.36000061,-.023133261
"74271810",2003m7,18163,"PG",87.87000275,-.009587324
"78223310",2003m7,66050,"RUS",35.04999924,-.039989021
"80412020",2003m7,79204,"SCNYB",14.48999977,.199503303
"81760N10",2003m7,71116,"SVM",10,-.05560746
"87254010",2003m7,40539,"TJX",19.45000076,.032377951
"89102710",2003m7,62308,"TMK",40.63999939,.0934228
"89604710",2003m7,65787,"TRB",47.22000122,-.022360208
"89687P10",2003m7,89379,"TRZ",11.88000011,.044854902
"89989610",2003m7,83462,"TUP",15.51000023,.080083609
"90212410",2003m7,45356,"TYC",18.60000038,-.020021031
"90297330",2003m7,66157,"USB",24.52000046,.000816345
"90478470",2003m7,28310,"UN",56.47999954,.045925919
"93114210",2003m7,55976,"WMT",55.90999985,.041736569
"93932210",2003m7,81593,"WM",39.47999954,-.034382559
"94106L10",2003m7,11955,"WMI",23.88999939,-.008302231
"95081710",2003m7,38906,"WSC",318,.01923077
"98302410",2003m7,15667,"WYE",45.58000183,.000658674
"02209S10",2003m8,13901,"MO",41.22000122,.030242514
"02581610",2003m8,59176,"AXP",45.04999924,.01992305
"03060R10",2003m8,75858,"ACF",10.72999954,.444145322
"03522910",2003m8,59184,"BUD",51.54000092,-.001157831
"03760A10",2003m8,77579,"AOT",21.84000015,-.017543832
"05981530",2003m8,77881,"BDG",31.75,-.025475807
"08467010",2003m8,17778,"BRK",75775,.052284405
"08467020",2003m8,83443,"BRK",2530,.052850604
"09282810",2003m8,34649,"BL",20.60000038,-.079414397
"09367110",2003m8,49373,"HRB",44.09999847,.040339682
"11012210",2003m8,19393,"BMY",25.37000084,-.031679384
"12720930",2003m8,20539,"CSG",24.57999992,.009445567
"15670010",2003m8,60599,"CTL",34.75999832,.013706544
"16808810",2003m8,30509,"CVR",27.20000076,-.062068939
"18905410",2003m8,46578,"CLX",42.84999847,-.012445285
"19121610",2003m8,11308,"KO",43.52000046,-.032243732
"28566110",2003m8,83596,"EDS",21.82999992,-.013022026
"29101110",2003m8,22103,"EMR",55.75999832,.045670345
"29442910",2003m8,52476,"EFX",22.94000053,-.014169187
"29760210",2003m8,79037,"ETH",38.70999908,.089195222
"31340030",2003m8,75789,"FRE",53.15000153,.088024631
"31358610",2003m8,51043,"FNM",64.79000092,.01171143
"31996310",2003m8,77546,"FDC",38.40000153,.016949238
"32096010",2003m8,11371,"FHCC",26.21999931,.015491853
"36473010",2003m8,47941,"GCI",78.41999817,.020694993
"36866W10",2003m8,84005,"GMST",4.820000172,.023354594
"36960410",2003m8,12060,"GE",29.56999969,.039732739
"44993410",2003m8,84020,"RX",19.46999931,.006721776
"46069010",2003m8,53065,"IPG",15.14999962,.097826041
"46072H10",2003m8,76745,"IBC",13.30000019,.298828185
"47816010",2003m8,22111,"JNJ",49.58000183,-.038038213
"50075N10",2003m8,89006,"KFT",29.70000076,.067961216
"51384710",2003m8,48523,"LANC",39.5,-.014962556
"53071810",2003m8,89130,"L",12.10000038,.091073059
"54927110",2003m8,43721,"LZ",34,.026055723
"55262C10",2003m8,75175,"MBI",56.45999908,.115369424
"55284810",2003m8,76804,"MTG",56.36999893,.016126107
"57053510",2003m8,10933,"MKL",268.75,-.006432734
"57459910",2003m8,34032,"MAS",24.79000092,.017234307
"58933110",2003m8,22752,"MRK",50.31999969,-.03660471
"59491810",2003m8,10107,"MSFT",26.52000046,.004165112
"65408610",2003m8,48274,"GAS",33.99000168,-.063120097
"71344810",2003m8,13856,"PEP",44.54000092,-.033210307
"71708110",2003m8,21936,"PFE",29.92000008,-.098621115
"74271810",2003m8,18163,"PG",87.29000092,-.006600681
"78223310",2003m8,66050,"RUS",36.11000061,.038231138
"80412020",2003m8,79204,"SCNYB",13.86999989,-.042788122
"81760N10",2003m8,71116,"SVM",10.01000023,.001000023
"87254010",2003m8,40539,"TJX",21.65999985,.115424111
"89102710",2003m8,62308,"TMK",40.36000061,-.006889734
"89604710",2003m8,65787,"TRB",46.25,-.018212646
"89687P10",2003m8,89379,"TRZ",11.94999981,.00589223
"89989610",2003m8,83462,"TUP",16.32999992,.052869096
"90212410",2003m8,45356,"TYC",20.57999992,.106451586
"90297330",2003m8,66157,"USB",23.89999962,-.025285514
"90478470",2003m8,28310,"UN",55.97999954,-.008852691
"93114210",2003m8,55976,"WMT",59.16999817,.058307964
"93932210",2003m8,81593,"WM",38.97999954,-.01266464
"94106L10",2003m8,11955,"WMI",26.61000061,.11385522
"95081710",2003m8,38906,"WSC",316.0100098,-.005204372
"98302410",2003m8,15667,"WYE",42.84999847,-.05484869
"02209S10",2003m9,13901,"MO",43.79999924,.079087771
"02581610",2003m9,59176,"AXP",45.06000137,.000222023
"03060R10",2003m9,75858,"ACF",10.30000019,-.040074497
"03522910",2003m9,59184,"BUD",49.34000015,-.042685308
"03760A10",2003m9,77579,"AOT",20.86000061,-.044871774
"05981530",2003m9,77881,"BDG",30.54999924,-.02771656
"08467010",2003m9,17778,"BRK",75000,-.010227648
"08467020",2003m9,83443,"BRK",2496,-.013438735
"09282810",2003m9,34649,"BL",20.79999924,.009708682
"09367110",2003m9,49373,"HRB",43.15000153,-.017006734
"11012210",2003m9,19393,"BMY",25.65999985,.011430784
"12720930",2003m9,20539,"CSG",25.09000015,.030252248
"15670010",2003m9,60599,"CTL",33.88999939,-.023446461
"16808810",2003m9,30509,"CVR",27.02000046,-1.0957e-08
"18905410",2003m9,46578,"CLX",45.86999893,.070478424
"19121610",2003m9,11308,"KO",42.95999908,-.007812532
"28566110",2003m9,83596,"EDS",20.20000076,-.074667849
"29101110",2003m9,22103,"EMR",52.65000153,-.055774692
"29442910",2003m9,52476,"EFX",22.27000046,-.029206628
"29760210",2003m9,79037,"ETH",36,-.070007727
"31340030",2003m9,75789,"FRE",52.34999847,-.010159982
"31358610",2003m9,51043,"FNM",70.19999695,.083500475
"31996310",2003m9,77546,"FDC",39.95999908,.041145768
"32096010",2003m9,11371,"FHCC",26.26000023,.001525588
"36473010",2003m9,47941,"GCI",77.55999756,-.007778636
"36866W10",2003m9,84005,"GMST",4.730000019,-.01867223
"36960410",2003m9,12060,"GE",29.80999947,.014541757
"44993410",2003m9,84020,"RX",21.10000038,.083718598
"46069010",2003m9,53065,"IPG",14.11999989,-.067986786
"46072H10",2003m9,76745,"IBC",15,.127819538
"47816010",2003m9,22111,"JNJ",49.52000046,-.001210193
"50075N10",2003m9,89006,"KFT",29.5,-.000673426
"51384710",2003m9,48523,"LANC",39.90000153,.015189912
"53071810",2003m9,89130,"L",9.970000267,-.176033065
"54927110",2003m9,43721,"LZ",32.45000076,-.045588214
"55262C10",2003m9,75175,"MBI",54.97000122,-.022847997
"55284810",2003m9,76804,"MTG",52.06999969,-.076281697
"57053510",2003m9,10933,"MKL",267,-.006511628
"57459910",2003m9,34032,"MAS",24.47999954,-.012505097
"58933110",2003m9,22752,"MRK",50.61999893,.013314771
"59491810",2003m9,10107,"MSFT",27.79999924,.048265412
"65408610",2003m9,48274,"GAS",35.13999939,.047513906
"71344810",2003m9,13856,"PEP",45.83000183,.032555025
"71708110",2003m9,21936,"PFE",30.37999916,.015374301
"74271810",2003m9,18163,"PG",92.81999969,.063352033
"78223310",2003m9,66050,"RUS",33.68999863,-.067017503
"80412020",2003m9,79204,"SCNYB",13.84000015,.001009392
"81760N10",2003m9,71116,"SVM",10.26000023,.024975024
"87254010",2003m9,40539,"TJX",19.42000008,-.103416428
"89102710",2003m9,62308,"TMK",40.63999939,.006937532
"89604710",2003m9,65787,"TRB",45.90000153,-.007567535
"89687P10",2003m9,89379,"TRZ",12.26000023,.042677861
"89989610",2003m9,83462,"TUP",13.38000011,-.167176962
"90212410",2003m9,45356,"TYC",20.43000031,-.006681225
"90297330",2003m9,66157,"USB",23.98999977,.012343103
"90478470",2003m9,28310,"UN",59.18000031,.057163287
"93114210",2003m9,55976,"WMT",55.84999847,-.05610951
"93932210",2003m9,81593,"WM",39.36999893,.010005116
"94106L10",2003m9,11955,"WMI",26.17000008,-.016159358
"95081710",2003m9,38906,"WSC",339.9700012,.075820357
"98302410",2003m9,15667,"WYE",46.09999847,.075845979
"02209S10",2003m10,13901,"MO",46.5,.061643854
"02581610",2003m10,59176,"AXP",46.93000031,.043719459
"03060R10",2003m10,75858,"ACF",13.39999962,.300970823
"03522910",2003m10,59184,"BUD",49.25999832,-.00162144
"03760A10",2003m10,77579,"AOT",21.95000076,.052253123
"05981530",2003m10,77881,"BDG",32.29999924,.057283144
"08467010",2003m10,17778,"BRK",77810,.037466668
"08467020",2003m10,83443,"BRK",2592.5,.03866186
"09282810",2003m10,34649,"BL",22.70000076,.091346234
"09367110",2003m10,49373,"HRB",47.09000015,.091309354
"11012210",2003m10,19393,"BMY",25.37000084,-.000389673
"12720930",2003m10,20539,"CSG",26,.036269423
"15670010",2003m10,60599,"CTL",35.75,.054883465
"16808810",2003m10,30509,"CVR",27.52499962,.018689828
"18905410",2003m10,46578,"CLX",45.29999924,-.006540216
"19121610",2003m10,11308,"KO",46.40000153,.080074549
"28566110",2003m10,83596,"EDS",21.45000076,.061881185
"29101110",2003m10,22103,"EMR",56.75,.077872716
"29442910",2003m10,52476,"EFX",24.44000053,.097440504
"29760210",2003m10,79037,"ETH",36.79999924,.024999978
"31340030",2003m10,75789,"FRE",56.13000107,.072206356
"31358610",2003m10,51043,"FNM",71.69000244,.027635407
"31996310",2003m10,77546,"FDC",35.70000076,-.106606565
